2014-11-28_13:31:57,Michael Jackson songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_13:31:59,songs Michael Jackson,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_13:32:27,songs Michael Jackson,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_13:32:59,Michael Jackson songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_13:33:39,michael jackson songs,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-11-28_13:34:11,Michael Jackson Songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_13:34:15,michael jackson songs,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-11-28_13:39:27,Michael Jackson Songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_13:40:24,Michael Jackson songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_13:42:18,Michael Jordan songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_14:52:55,Jason Statham Songs in Kenitra,true,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-11-28_14:56:29,Jason Statham Songs in Kenitra,true,4.9878,0.6667,0,0,0,NO_MR
2014-11-28_15:00:32,George Michael lied,false,1.5239,0.6667,0,0,0,NO_MR
2014-11-28_17:38:39,Jason Statham Songs in Kenitra,true,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-11-28_17:46:45,Michael Jackson Songs,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-11-28_17:48:47,Elvis Presley Oper,false,0,0.7778,0.1429,0,0.02858,MUSIK_RESSOURCEN
2014-11-28_17:54:50,Michael Beat Chanson,false,0,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-12-01_07:16:03,Michael Jackson Songs,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-12-01_10:04:46,Michael Jackson Songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-12-01_10:04:54,michael jackson Songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-12-01_10:05:04,michael jackson songs,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-12-01_10:05:13,michael jackson song,false,4.9878,0.6667,0,0,0,NO_MR
2014-12-01_10:05:35,michael jackson lied,false,1.5239,0.6667,0,0,0,NO_MR
2014-12-01_10:05:44,michael jackson musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_10:06:49,michael jackson,false,0,0.2222,0,0,0,NO_MR
2014-12-01_10:06:59,michael jackso song,false,0,0.2222,0,0,0,NO_MR
2014-12-01_10:07:13,michael jackson song,false,4.9878,0.6667,0,0,0,NO_MR
2014-12-01_14:22:32,george michael lyrics song,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-12-01_14:46:57,Joe Viers musik,false,0,0.2222,0,0,0,MUSIK_RESSOURCEN
2014-12-01_14:58:49,Tommy Viera bilder,false,0,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-12-01_14:59:34,Tommy Viera song,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-12-01_15:00:11,Tommy Viera bilder,false,0,0.6667,0,0,0,NO_MR
2014-12-01_15:00:13,Tommy Viera musik,false,0,0.2222,0,0,0,MUSIK_RESSOURCEN
2014-12-01_16:19:15,Justin Bieber songs,false,4.9878,0.6667,0,0,0,MUSIK_RESSOURCEN
2014-12-01_16:21:52,Rebecca Black songs,false,4.9878,0.6667,0,0,0,NO_MR
2014-12-01_16:22:17,Britney Spears Musik,false,0,0.2222,0,0,0,MUSIK_RESSOURCEN
2014-12-01_16:22:41,Aretha Franklin musik,false,0,0.2222,0,0,0,MUSIK_RESSOURCEN
2014-12-01_16:22:50,Neil Armstrong musik,false,0,0.2222,0,0,0,MUSIK_RESSOURCEN
2014-12-01_16:25:51,Anis Mohamed Youssef Ferchichi musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:26:01,Anis Ferchichi musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:26:07,Bushido Ferchichi musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:26:13,Bushido musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:26:48,Sonny Black musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:27:20,Kay One musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:27:31,Peter Parker musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:27:52,George Williams musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:29:20,Peter pan musik,false,0,0.2222,0,0,0,NO_MR
2014-12-01_16:29:23,Joy Gruttmann musik,false,0,0.2222,0,0,0,MUSIK_RESSOURCEN
2014-12-01_16:30:27,Arnold Schönberg musik,false,0,0.2222,0,0,0,MUSIK_RESSOURCEN
